! Time(s)	BldPitch1(rad)	BldPitch2(rad)	BldPitch3(rad)	GenTq(Nm)	YawRate(rad/s)
184.97500000	-0.03316408	-0.03316408	-0.03316408	40000.00000000	-0.00080994
185.00000000	-0.03319814	-0.03319814	-0.03319814	40000.00000000	-0.00080902
185.02500000	-0.03323186	-0.03323186	-0.03323186	40000.00000000	-0.00080809
185.05000000	-0.03326525	-0.03326525	-0.03326525	40000.00000000	-0.00080717
185.07500000	-0.03329832	-0.03329832	-0.03329832	40000.00000000	-0.00080624
185.10000000	-0.03333106	-0.03333106	-0.03333106	40000.00000000	-0.00080531
185.12500000	-0.03336347	-0.03336347	-0.03336347	40000.00000000	-0.00080438
185.15000000	-0.03339555	-0.03339555	-0.03339555	40000.00000000	-0.00080344
185.17500000	-0.03342730	-0.03342730	-0.03342730	40000.00000000	-0.00080251
185.20000000	-0.03345872	-0.03345872	-0.03345872	40000.00000000	-0.00080157
185.22500000	-0.03348981	-0.03348981	-0.03348981	40000.00000000	-0.00080063
185.25000000	-0.03352057	-0.03352057	-0.03352057	40000.00000000	-0.00079968
185.27500000	-0.03355100	-0.03355100	-0.03355100	40000.00000000	-0.00079874
185.30000000	-0.03358110	-0.03358110	-0.03358110	40000.00000000	-0.00079779
185.32500000	-0.03361087	-0.03361087	-0.03361087	40000.00000000	-0.00079685
185.35000000	-0.03364030	-0.03364030	-0.03364030	40000.00000000	-0.00079590
185.37500000	-0.03366941	-0.03366941	-0.03366941	40000.00000000	-0.00079494
185.40000000	-0.03369818	-0.03369818	-0.03369818	40000.00000000	-0.00079399
185.42500000	-0.03372661	-0.03372661	-0.03372661	40000.00000000	-0.00079303
185.45000000	-0.03375472	-0.03375472	-0.03375472	40000.00000000	-0.00079208
185.47500000	-0.03378249	-0.03378249	-0.03378249	40000.00000000	-0.00079112
185.50000000	-0.03380993	-0.03380993	-0.03380993	40000.00000000	-0.00079016
185.52500000	-0.03383704	-0.03383704	-0.03383704	40000.00000000	-0.00078919
185.55000000	-0.03386381	-0.03386381	-0.03386381	40000.00000000	-0.00078823
185.57500000	-0.03389024	-0.03389024	-0.03389024	40000.00000000	-0.00078726
185.60000000	-0.03391635	-0.03391635	-0.03391635	40000.00000000	-0.00078629
185.62500000	-0.03394211	-0.03394211	-0.03394211	40000.00000000	-0.00078532
185.65000000	-0.03396755	-0.03396755	-0.03396755	40000.00000000	-0.00078434
185.67500000	-0.03399264	-0.03399264	-0.03399264	40000.00000000	-0.00078337
185.70000000	-0.03401741	-0.03401741	-0.03401741	40000.00000000	-0.00078239
185.72500000	-0.03404183	-0.03404183	-0.03404183	40000.00000000	-0.00078141
185.75000000	-0.03406592	-0.03406592	-0.03406592	40000.00000000	-0.00078043
185.77500000	-0.03408968	-0.03408968	-0.03408968	40000.00000000	-0.00077945
185.80000000	-0.03411309	-0.03411309	-0.03411309	40000.00000000	-0.00077846
185.82500000	-0.03413617	-0.03413617	-0.03413617	40000.00000000	-0.00077748
185.85000000	-0.03415892	-0.03415892	-0.03415892	40000.00000000	-0.00077649
185.87500000	-0.03418132	-0.03418132	-0.03418132	40000.00000000	-0.00077550
185.90000000	-0.03420339	-0.03420339	-0.03420339	40000.00000000	-0.00077450
185.92500000	-0.03422513	-0.03422513	-0.03422513	40000.00000000	-0.00077351
185.95000000	-0.03424652	-0.03424652	-0.03424652	40000.00000000	-0.00077251
185.97500000	-0.03426758	-0.03426758	-0.03426758	40000.00000000	-0.00077151
186.00000000	-0.03428829	-0.03428829	-0.03428829	40000.00000000	-0.00077051
186.02500000	-0.03430867	-0.03430867	-0.03430867	40000.00000000	-0.00076951
186.05000000	-0.03432871	-0.03432871	-0.03432871	40000.00000000	-0.00076851
186.07500000	-0.03434842	-0.03434842	-0.03434842	40000.00000000	-0.00076750
186.10000000	-0.03436778	-0.03436778	-0.03436778	40000.00000000	-0.00076649
186.12500000	-0.03438680	-0.03438680	-0.03438680	40000.00000000	-0.00076548
186.15000000	-0.03440549	-0.03440549	-0.03440549	40000.00000000	-0.00076447
186.17500000	-0.03442383	-0.03442383	-0.03442383	40000.00000000	-0.00076346
186.20000000	-0.03444184	-0.03444184	-0.03444184	40000.00000000	-0.00076244
186.22500000	-0.03445950	-0.03445950	-0.03445950	40000.00000000	-0.00076143
186.25000000	-0.03447683	-0.03447683	-0.03447683	40000.00000000	-0.00076041
186.27500000	-0.03449381	-0.03449381	-0.03449381	40000.00000000	-0.00075938
186.30000000	-0.03451046	-0.03451046	-0.03451046	40000.00000000	-0.00075836
186.32500000	-0.03452676	-0.03452676	-0.03452676	40000.00000000	-0.00075734
186.35000000	-0.03454272	-0.03454272	-0.03454272	40000.00000000	-0.00075631
186.37500000	-0.03455834	-0.03455834	-0.03455834	40000.00000000	-0.00075528
186.40000000	-0.03457363	-0.03457363	-0.03457363	40000.00000000	-0.00075425
186.42500000	-0.03458857	-0.03458857	-0.03458857	40000.00000000	-0.00075322
186.45000000	-0.03460316	-0.03460316	-0.03460316	40000.00000000	-0.00075218
186.47500000	-0.03461742	-0.03461742	-0.03461742	40000.00000000	-0.00075115
186.50000000	-0.03463134	-0.03463134	-0.03463134	40000.00000000	-0.00075011
186.52500000	-0.03464491	-0.03464491	-0.03464491	40000.00000000	-0.00074907
186.55000000	-0.03465814	-0.03465814	-0.03465814	40000.00000000	-0.00074803
186.57500000	-0.03467103	-0.03467103	-0.03467103	40000.00000000	-0.00074699
186.60000000	-0.03468358	-0.03468358	-0.03468358	40000.00000000	-0.00074594
186.62500000	-0.03469578	-0.03469578	-0.03469578	40000.00000000	-0.00074489
186.65000000	-0.03470765	-0.03470765	-0.03470765	40000.00000000	-0.00074385
186.67500000	-0.03471917	-0.03471917	-0.03471917	40000.00000000	-0.00074279
186.70000000	-0.03473034	-0.03473034	-0.03473034	40000.00000000	-0.00074174
186.72500000	-0.03474118	-0.03474118	-0.03474118	40000.00000000	-0.00074069
186.75000000	-0.03475167	-0.03475167	-0.03475167	40000.00000000	-0.00073963
186.77500000	-0.03476182	-0.03476182	-0.03476182	40000.00000000	-0.00073857
186.80000000	-0.03477162	-0.03477162	-0.03477162	40000.00000000	-0.00073751
186.82500000	-0.03478108	-0.03478108	-0.03478108	40000.00000000	-0.00073645
186.85000000	-0.03479020	-0.03479020	-0.03479020	40000.00000000	-0.00073539
186.87500000	-0.03479898	-0.03479898	-0.03479898	40000.00000000	-0.00073432
186.90000000	-0.03480741	-0.03480741	-0.03480741	40000.00000000	-0.00073326
186.92500000	-0.03481550	-0.03481550	-0.03481550	40000.00000000	-0.00073219
186.95000000	-0.03482325	-0.03482325	-0.03482325	40000.00000000	-0.00073112
186.97500000	-0.03483065	-0.03483065	-0.03483065	40000.00000000	-0.00073004
187.00000000	-0.03483770	-0.03483770	-0.03483770	40000.00000000	-0.00072897
187.02500000	-0.03484442	-0.03484442	-0.03484442	40000.00000000	-0.00072789
187.05000000	-0.03485079	-0.03485079	-0.03485079	40000.00000000	-0.00072681
187.07500000	-0.03485681	-0.03485681	-0.03485681	40000.00000000	-0.00072573
187.10000000	-0.03486250	-0.03486250	-0.03486250	40000.00000000	-0.00072465
187.12500000	-0.03486783	-0.03486783	-0.03486783	40000.00000000	-0.00072357
187.15000000	-0.03487283	-0.03487283	-0.03487283	40000.00000000	-0.00072248
187.17500000	-0.03487748	-0.03487748	-0.03487748	40000.00000000	-0.00072140
187.20000000	-0.03488178	-0.03488178	-0.03488178	40000.00000000	-0.00072031
187.22500000	-0.03488574	-0.03488574	-0.03488574	40000.00000000	-0.00071922
187.25000000	-0.03488936	-0.03488936	-0.03488936	40000.00000000	-0.00071813
187.27500000	-0.03489263	-0.03489263	-0.03489263	40000.00000000	-0.00071703
187.30000000	-0.03489556	-0.03489556	-0.03489556	40000.00000000	-0.00071594
187.32500000	-0.03489814	-0.03489814	-0.03489814	40000.00000000	-0.00071484
187.35000000	-0.03490038	-0.03490038	-0.03490038	40000.00000000	-0.00071374
187.37500000	-0.03490228	-0.03490228	-0.03490228	40000.00000000	-0.00071264
187.40000000	-0.03490383	-0.03490383	-0.03490383	40000.00000000	-0.00071154
187.42500000	-0.03490503	-0.03490503	-0.03490503	40000.00000000	-0.00071043
187.45000000	-0.03490590	-0.03490590	-0.03490590	40000.00000000	-0.00070932
187.47500000	-0.03490641	-0.03490641	-0.03490641	40000.00000000	-0.00070822
187.50000000	-0.03490659	-0.03490659	-0.03490659	40000.00000000	-0.00070711
187.52500000	-0.03490641	-0.03490641	-0.03490641	40000.00000000	-0.00070600
187.55000000	-0.03490590	-0.03490590	-0.03490590	40000.00000000	-0.00070488
187.57500000	-0.03490503	-0.03490503	-0.03490503	40000.00000000	-0.00070377
187.60000000	-0.03490383	-0.03490383	-0.03490383	40000.00000000	-0.00070265
187.62500000	-0.03490228	-0.03490228	-0.03490228	40000.00000000	-0.00070153
187.65000000	-0.03490038	-0.03490038	-0.03490038	40000.00000000	-0.00070041
187.67500000	-0.03489814	-0.03489814	-0.03489814	40000.00000000	-0.00069929
187.70000000	-0.03489556	-0.03489556	-0.03489556	40000.00000000	-0.00069817
187.72500000	-0.03489263	-0.03489263	-0.03489263	40000.00000000	-0.00069704
187.75000000	-0.03488936	-0.03488936	-0.03488936	40000.00000000	-0.00069591
187.77500000	-0.03488574	-0.03488574	-0.03488574	40000.00000000	-0.00069478
187.80000000	-0.03488178	-0.03488178	-0.03488178	40000.00000000	-0.00069365
187.82500000	-0.03487748	-0.03487748	-0.03487748	40000.00000000	-0.00069252
187.85000000	-0.03487283	-0.03487283	-0.03487283	40000.00000000	-0.00069139
187.87500000	-0.03486783	-0.03486783	-0.03486783	40000.00000000	-0.00069025
187.90000000	-0.03486250	-0.03486250	-0.03486250	40000.00000000	-0.00068911
187.92500000	-0.03485681	-0.03485681	-0.03485681	40000.00000000	-0.00068797
187.95000000	-0.03485079	-0.03485079	-0.03485079	40000.00000000	-0.00068683
187.97500000	-0.03484442	-0.03484442	-0.03484442	40000.00000000	-0.00068569
188.00000000	-0.03483770	-0.03483770	-0.03483770	40000.00000000	-0.00068455
188.02500000	-0.03483065	-0.03483065	-0.03483065	40000.00000000	-0.00068340
188.05000000	-0.03482325	-0.03482325	-0.03482325	40000.00000000	-0.00068225
188.07500000	-0.03481550	-0.03481550	-0.03481550	40000.00000000	-0.00068110
188.10000000	-0.03480741	-0.03480741	-0.03480741	40000.00000000	-0.00067995
188.12500000	-0.03479898	-0.03479898	-0.03479898	40000.00000000	-0.00067880
188.15000000	-0.03479020	-0.03479020	-0.03479020	40000.00000000	-0.00067765
188.17500000	-0.03478108	-0.03478108	-0.03478108	40000.00000000	-0.00067649
188.20000000	-0.03477162	-0.03477162	-0.03477162	40000.00000000	-0.00067533
188.22500000	-0.03476182	-0.03476182	-0.03476182	40000.00000000	-0.00067417
188.25000000	-0.03475167	-0.03475167	-0.03475167	40000.00000000	-0.00067301
188.27500000	-0.03474118	-0.03474118	-0.03474118	40000.00000000	-0.00067185
188.30000000	-0.03473034	-0.03473034	-0.03473034	40000.00000000	-0.00067069
188.32500000	-0.03471917	-0.03471917	-0.03471917	40000.00000000	-0.00066952
188.35000000	-0.03470765	-0.03470765	-0.03470765	40000.00000000	-0.00066835
188.37500000	-0.03469578	-0.03469578	-0.03469578	40000.00000000	-0.00066718
188.40000000	-0.03468358	-0.03468358	-0.03468358	40000.00000000	-0.00066601
188.42500000	-0.03467103	-0.03467103	-0.03467103	40000.00000000	-0.00066484
188.45000000	-0.03465814	-0.03465814	-0.03465814	40000.00000000	-0.00066367
188.47500000	-0.03464491	-0.03464491	-0.03464491	40000.00000000	-0.00066249
188.50000000	-0.03463134	-0.03463134	-0.03463134	40000.00000000	-0.00066131
188.52500000	-0.03461742	-0.03461742	-0.03461742	40000.00000000	-0.00066013
188.55000000	-0.03460316	-0.03460316	-0.03460316	40000.00000000	-0.00065895
188.57500000	-0.03458857	-0.03458857	-0.03458857	40000.00000000	-0.00065777
188.60000000	-0.03457363	-0.03457363	-0.03457363	40000.00000000	-0.00065659
188.62500000	-0.03455834	-0.03455834	-0.03455834	40000.00000000	-0.00065540
188.65000000	-0.03454272	-0.03454272	-0.03454272	40000.00000000	-0.00065421
188.67500000	-0.03452676	-0.03452676	-0.03452676	40000.00000000	-0.00065302
188.70000000	-0.03451046	-0.03451046	-0.03451046	40000.00000000	-0.00065183
188.72500000	-0.03449381	-0.03449381	-0.03449381	40000.00000000	-0.00065064
188.75000000	-0.03447683	-0.03447683	-0.03447683	40000.00000000	-0.00064945
188.77500000	-0.03445950	-0.03445950	-0.03445950	40000.00000000	-0.00064825
188.80000000	-0.03444184	-0.03444184	-0.03444184	40000.00000000	-0.00064706
188.82500000	-0.03442383	-0.03442383	-0.03442383	40000.00000000	-0.00064586
188.85000000	-0.03440549	-0.03440549	-0.03440549	40000.00000000	-0.00064466
188.87500000	-0.03438680	-0.03438680	-0.03438680	40000.00000000	-0.00064346
188.90000000	-0.03436778	-0.03436778	-0.03436778	40000.00000000	-0.00064225
188.92500000	-0.03434842	-0.03434842	-0.03434842	40000.00000000	-0.00064105
188.95000000	-0.03432871	-0.03432871	-0.03432871	40000.00000000	-0.00063984
188.97500000	-0.03430867	-0.03430867	-0.03430867	40000.00000000	-0.00063863
189.00000000	-0.03428829	-0.03428829	-0.03428829	40000.00000000	-0.00063742
189.02500000	-0.03426758	-0.03426758	-0.03426758	40000.00000000	-0.00063621
189.05000000	-0.03424652	-0.03424652	-0.03424652	40000.00000000	-0.00063500
189.07500000	-0.03422513	-0.03422513	-0.03422513	40000.00000000	-0.00063379
189.10000000	-0.03420339	-0.03420339	-0.03420339	40000.00000000	-0.00063257
189.12500000	-0.03418132	-0.03418132	-0.03418132	40000.00000000	-0.00063135
189.15000000	-0.03415892	-0.03415892	-0.03415892	40000.00000000	-0.00063013
189.17500000	-0.03413617	-0.03413617	-0.03413617	40000.00000000	-0.00062891
189.20000000	-0.03411309	-0.03411309	-0.03411309	40000.00000000	-0.00062769
189.22500000	-0.03408968	-0.03408968	-0.03408968	40000.00000000	-0.00062647
189.25000000	-0.03406592	-0.03406592	-0.03406592	40000.00000000	-0.00062524
189.27500000	-0.03404183	-0.03404183	-0.03404183	40000.00000000	-0.00062402
189.30000000	-0.03401741	-0.03401741	-0.03401741	40000.00000000	-0.00062279
189.32500000	-0.03399264	-0.03399264	-0.03399264	40000.00000000	-0.00062156
189.35000000	-0.03396755	-0.03396755	-0.03396755	40000.00000000	-0.00062033
189.37500000	-0.03394211	-0.03394211	-0.03394211	40000.00000000	-0.00061909
189.40000000	-0.03391635	-0.03391635	-0.03391635	40000.00000000	-0.00061786
189.42500000	-0.03389024	-0.03389024	-0.03389024	40000.00000000	-0.00061662
189.45000000	-0.03386381	-0.03386381	-0.03386381	40000.00000000	-0.00061539
189.47500000	-0.03383704	-0.03383704	-0.03383704	40000.00000000	-0.00061415
189.50000000	-0.03380993	-0.03380993	-0.03380993	40000.00000000	-0.00061291
189.52500000	-0.03378249	-0.03378249	-0.03378249	40000.00000000	-0.00061167
189.55000000	-0.03375472	-0.03375472	-0.03375472	40000.00000000	-0.00061042
189.57500000	-0.03372661	-0.03372661	-0.03372661	40000.00000000	-0.00060918
189.60000000	-0.03369818	-0.03369818	-0.03369818	40000.00000000	-0.00060793
189.62500000	-0.03366941	-0.03366941	-0.03366941	40000.00000000	-0.00060668
189.65000000	-0.03364030	-0.03364030	-0.03364030	40000.00000000	-0.00060543
189.67500000	-0.03361087	-0.03361087	-0.03361087	40000.00000000	-0.00060418
189.70000000	-0.03358110	-0.03358110	-0.03358110	40000.00000000	-0.00060293
189.72500000	-0.03355100	-0.03355100	-0.03355100	40000.00000000	-0.00060168
189.75000000	-0.03352057	-0.03352057	-0.03352057	40000.00000000	-0.00060042
189.77500000	-0.03348981	-0.03348981	-0.03348981	40000.00000000	-0.00059916
189.80000000	-0.03345872	-0.03345872	-0.03345872	40000.00000000	-0.00059790
189.82500000	-0.03342730	-0.03342730	-0.03342730	40000.00000000	-0.00059665
189.85000000	-0.03339555	-0.03339555	-0.03339555	40000.00000000	-0.00059538
189.87500000	-0.03336347	-0.03336347	-0.03336347	40000.00000000	-0.00059412
189.90000000	-0.03333106	-0.03333106	-0.03333106	40000.00000000	-0.00059286
189.92500000	-0.03329832	-0.03329832	-0.03329832	40000.00000000	-0.00059159
189.95000000	-0.03326525	-0.03326525	-0.03326525	40000.00000000	-0.00059032
189.97500000	-0.03323186	-0.03323186	-0.03323186	40000.00000000	-0.00058906
190.00000000	-0.03319814	-0.03319814	-0.03319814	40000.00000000	-0.00058779
190.02500000	-0.03316408	-0.03316408	-0.03316408	40000.00000000	-0.00058651
190.05000000	-0.03312971	-0.03312971	-0.03312971	40000.00000000	-0.00058524
190.07500000	-0.03309500	-0.03309500	-0.03309500	40000.00000000	-0.00058397
190.10000000	-0.03305997	-0.03305997	-0.03305997	40000.00000000	-0.00058269
190.12500000	-0.03302461	-0.03302461	-0.03302461	40000.00000000	-0.00058141
190.15000000	-0.03298892	-0.03298892	-0.03298892	40000.00000000	-0.00058013
190.17500000	-0.03295291	-0.03295291	-0.03295291	40000.00000000	-0.00057885
190.20000000	-0.03291658	-0.03291658	-0.03291658	40000.00000000	-0.00057757
190.22500000	-0.03287992	-0.03287992	-0.03287992	40000.00000000	-0.00057629
190.25000000	-0.03284293	-0.03284293	-0.03284293	40000.00000000	-0.00057501
190.27500000	-0.03280563	-0.03280563	-0.03280563	40000.00000000	-0.00057372
190.30000000	-0.03276799	-0.03276799	-0.03276799	40000.00000000	-0.00057243
190.32500000	-0.03273004	-0.03273004	-0.03273004	40000.00000000	-0.00057114
190.35000000	-0.03269176	-0.03269176	-0.03269176	40000.00000000	-0.00056985
190.37500000	-0.03265316	-0.03265316	-0.03265316	40000.00000000	-0.00056856
190.40000000	-0.03261423	-0.03261423	-0.03261423	40000.00000000	-0.00056727
190.42500000	-0.03257499	-0.03257499	-0.03257499	40000.00000000	-0.00056597
190.45000000	-0.03253542	-0.03253542	-0.03253542	40000.00000000	-0.00056468
190.47500000	-0.03249553	-0.03249553	-0.03249553	40000.00000000	-0.00056338
190.50000000	-0.03245532	-0.03245532	-0.03245532	40000.00000000	-0.00056208
190.52500000	-0.03241479	-0.03241479	-0.03241479	40000.00000000	-0.00056078
190.55000000	-0.03237394	-0.03237394	-0.03237394	40000.00000000	-0.00055948
190.57500000	-0.03233277	-0.03233277	-0.03233277	40000.00000000	-0.00055818
190.60000000	-0.03229129	-0.03229129	-0.03229129	40000.00000000	-0.00055688
190.62500000	-0.03224948	-0.03224948	-0.03224948	40000.00000000	-0.00055557
190.65000000	-0.03220735	-0.03220735	-0.03220735	40000.00000000	-0.00055426
190.67500000	-0.03216491	-0.03216491	-0.03216491	40000.00000000	-0.00055296
190.70000000	-0.03212215	-0.03212215	-0.03212215	40000.00000000	-0.00055165
190.72500000	-0.03207907	-0.03207907	-0.03207907	40000.00000000	-0.00055034
190.75000000	-0.03203568	-0.03203568	-0.03203568	40000.00000000	-0.00054902
190.77500000	-0.03199197	-0.03199197	-0.03199197	40000.00000000	-0.00054771
190.80000000	-0.03194794	-0.03194794	-0.03194794	40000.00000000	-0.00054639
190.82500000	-0.03190360	-0.03190360	-0.03190360	40000.00000000	-0.00054508
190.85000000	-0.03185895	-0.03185895	-0.03185895	40000.00000000	-0.00054376
190.87500000	-0.03181398	-0.03181398	-0.03181398	40000.00000000	-0.00054244
190.90000000	-0.03176869	-0.03176869	-0.03176869	40000.00000000	-0.00054112
190.92500000	-0.03172309	-0.03172309	-0.03172309	40000.00000000	-0.00053980
190.95000000	-0.03167718	-0.03167718	-0.03167718	40000.00000000	-0.00053848
190.97500000	-0.03163096	-0.03163096	-0.03163096	40000.00000000	-0.00053715
191.00000000	-0.03158442	-0.03158442	-0.03158442	40000.00000000	-0.00053583
191.02500000	-0.03153757	-0.03153757	-0.03153757	40000.00000000	-0.00053450
191.05000000	-0.03149042	-0.03149042	-0.03149042	40000.00000000	-0.00053317
191.07500000	-0.03144295	-0.03144295	-0.03144295	40000.00000000	-0.00053184
191.10000000	-0.03139517	-0.03139517	-0.03139517	40000.00000000	-0.00053051
191.12500000	-0.03134708	-0.03134708	-0.03134708	40000.00000000	-0.00052918
191.15000000	-0.03129868	-0.03129868	-0.03129868	40000.00000000	-0.00052785
191.17500000	-0.03124997	-0.03124997	-0.03124997	40000.00000000	-0.00052651
191.20000000	-0.03120095	-0.03120095	-0.03120095	40000.00000000	-0.00052517
191.22500000	-0.03115163	-0.03115163	-0.03115163	40000.00000000	-0.00052384
191.25000000	-0.03110200	-0.03110200	-0.03110200	40000.00000000	-0.00052250
191.27500000	-0.03105206	-0.03105206	-0.03105206	40000.00000000	-0.00052116
191.30000000	-0.03100181	-0.03100181	-0.03100181	40000.00000000	-0.00051982
191.32500000	-0.03095126	-0.03095126	-0.03095126	40000.00000000	-0.00051847
191.35000000	-0.03090040	-0.03090040	-0.03090040	40000.00000000	-0.00051713
191.37500000	-0.03084924	-0.03084924	-0.03084924	40000.00000000	-0.00051579
191.40000000	-0.03079777	-0.03079777	-0.03079777	40000.00000000	-0.00051444
191.42500000	-0.03074600	-0.03074600	-0.03074600	40000.00000000	-0.00051309
191.45000000	-0.03069393	-0.03069393	-0.03069393	40000.00000000	-0.00051174
191.47500000	-0.03064155	-0.03064155	-0.03064155	40000.00000000	-0.00051039
191.50000000	-0.03058887	-0.03058887	-0.03058887	40000.00000000	-0.00050904
191.52500000	-0.03053589	-0.03053589	-0.03053589	40000.00000000	-0.00050769
191.55000000	-0.03048261	-0.03048261	-0.03048261	40000.00000000	-0.00050633
191.57500000	-0.03042903	-0.03042903	-0.03042903	40000.00000000	-0.00050498
191.60000000	-0.03037514	-0.03037514	-0.03037514	40000.00000000	-0.00050362
191.62500000	-0.03032096	-0.03032096	-0.03032096	40000.00000000	-0.00050227
191.65000000	-0.03026648	-0.03026648	-0.03026648	40000.00000000	-0.00050091
191.67500000	-0.03021170	-0.03021170	-0.03021170	40000.00000000	-0.00049955
191.70000000	-0.03015662	-0.03015662	-0.03015662	40000.00000000	-0.00049819
191.72500000	-0.03010124	-0.03010124	-0.03010124	40000.00000000	-0.00049682
191.75000000	-0.03004556	-0.03004556	-0.03004556	40000.00000000	-0.00049546
191.77500000	-0.02998959	-0.02998959	-0.02998959	40000.00000000	-0.00049409
191.80000000	-0.02993333	-0.02993333	-0.02993333	40000.00000000	-0.00049273
191.82500000	-0.02987676	-0.02987676	-0.02987676	40000.00000000	-0.00049136
191.85000000	-0.02981991	-0.02981991	-0.02981991	40000.00000000	-0.00048999
191.87500000	-0.02976276	-0.02976276	-0.02976276	40000.00000000	-0.00048862
191.90000000	-0.02970531	-0.02970531	-0.02970531	40000.00000000	-0.00048725
191.92500000	-0.02964757	-0.02964757	-0.02964757	40000.00000000	-0.00048588
191.95000000	-0.02958954	-0.02958954	-0.02958954	40000.00000000	-0.00048450
191.97500000	-0.02953122	-0.02953122	-0.02953122	40000.00000000	-0.00048313
192.00000000	-0.02947260	-0.02947260	-0.02947260	40000.00000000	-0.00048175
192.02500000	-0.02941370	-0.02941370	-0.02941370	40000.00000000	-0.00048038
192.05000000	-0.02935450	-0.02935450	-0.02935450	40000.00000000	-0.00047900
192.07500000	-0.02929502	-0.02929502	-0.02929502	40000.00000000	-0.00047762
192.10000000	-0.02923524	-0.02923524	-0.02923524	40000.00000000	-0.00047624
192.12500000	-0.02917518	-0.02917518	-0.02917518	40000.00000000	-0.00047486
192.15000000	-0.02911483	-0.02911483	-0.02911483	40000.00000000	-0.00047347
192.17500000	-0.02905419	-0.02905419	-0.02905419	40000.00000000	-0.00047209
192.20000000	-0.02899327	-0.02899327	-0.02899327	40000.00000000	-0.00047070
192.22500000	-0.02893206	-0.02893206	-0.02893206	40000.00000000	-0.00046932
192.25000000	-0.02887056	-0.02887056	-0.02887056	40000.00000000	-0.00046793
192.27500000	-0.02880878	-0.02880878	-0.02880878	40000.00000000	-0.00046654
192.30000000	-0.02874671	-0.02874671	-0.02874671	40000.00000000	-0.00046515
192.32500000	-0.02868436	-0.02868436	-0.02868436	40000.00000000	-0.00046376
192.35000000	-0.02862173	-0.02862173	-0.02862173	40000.00000000	-0.00046237
192.37500000	-0.02855881	-0.02855881	-0.02855881	40000.00000000	-0.00046097
192.40000000	-0.02849562	-0.02849562	-0.02849562	40000.00000000	-0.00045958
192.42500000	-0.02843214	-0.02843214	-0.02843214	40000.00000000	-0.00045818
192.45000000	-0.02836838	-0.02836838	-0.02836838	40000.00000000	-0.00045679
192.47500000	-0.02830434	-0.02830434	-0.02830434	40000.00000000	-0.00045539
192.50000000	-0.02824002	-0.02824002	-0.02824002	40000.00000000	-0.00045399
192.52500000	-0.02817542	-0.02817542	-0.02817542	40000.00000000	-0.00045259
192.55000000	-0.02811055	-0.02811055	-0.02811055	40000.00000000	-0.00045119
192.57500000	-0.02804540	-0.02804540	-0.02804540	40000.00000000	-0.00044979
192.60000000	-0.02797997	-0.02797997	-0.02797997	40000.00000000	-0.00044838
192.62500000	-0.02791426	-0.02791426	-0.02791426	40000.00000000	-0.00044698
192.65000000	-0.02784828	-0.02784828	-0.02784828	40000.00000000	-0.00044557
192.67500000	-0.02778202	-0.02778202	-0.02778202	40000.00000000	-0.00044417
192.70000000	-0.02771549	-0.02771549	-0.02771549	40000.00000000	-0.00044276
192.72500000	-0.02764869	-0.02764869	-0.02764869	40000.00000000	-0.00044135
192.75000000	-0.02758161	-0.02758161	-0.02758161	40000.00000000	-0.00043994
192.77500000	-0.02751426	-0.02751426	-0.02751426	40000.00000000	-0.00043853
192.80000000	-0.02744664	-0.02744664	-0.02744664	40000.00000000	-0.00043712
192.82500000	-0.02737875	-0.02737875	-0.02737875	40000.00000000	-0.00043570
192.85000000	-0.02731059	-0.02731059	-0.02731059	40000.00000000	-0.00043429
192.87500000	-0.02724216	-0.02724216	-0.02724216	40000.00000000	-0.00043287
192.90000000	-0.02717346	-0.02717346	-0.02717346	40000.00000000	-0.00043146
192.92500000	-0.02710449	-0.02710449	-0.02710449	40000.00000000	-0.00043004
192.95000000	-0.02703526	-0.02703526	-0.02703526	40000.00000000	-0.00042862
192.97500000	-0.02696575	-0.02696575	-0.02696575	40000.00000000	-0.00042720
193.00000000	-0.02689599	-0.02689599	-0.02689599	40000.00000000	-0.00042578
193.02500000	-0.02682595	-0.02682595	-0.02682595	40000.00000000	-0.00042436
193.05000000	-0.02675565	-0.02675565	-0.02675565	40000.00000000	-0.00042293
193.07500000	-0.02668509	-0.02668509	-0.02668509	40000.00000000	-0.00042151
193.10000000	-0.02661426	-0.02661426	-0.02661426	40000.00000000	-0.00042009
193.12500000	-0.02654318	-0.02654318	-0.02654318	40000.00000000	-0.00041866
193.15000000	-0.02647182	-0.02647182	-0.02647182	40000.00000000	-0.00041723
193.17500000	-0.02640021	-0.02640021	-0.02640021	40000.00000000	-0.00041580
193.20000000	-0.02632834	-0.02632834	-0.02632834	40000.00000000	-0.00041438
193.22500000	-0.02625621	-0.02625621	-0.02625621	40000.00000000	-0.00041295
193.25000000	-0.02618382	-0.02618382	-0.02618382	40000.00000000	-0.00041151
193.27500000	-0.02611117	-0.02611117	-0.02611117	40000.00000000	-0.00041008
193.30000000	-0.02603826	-0.02603826	-0.02603826	40000.00000000	-0.00040865
193.32500000	-0.02596509	-0.02596509	-0.02596509	40000.00000000	-0.00040721
193.35000000	-0.02589167	-0.02589167	-0.02589167	40000.00000000	-0.00040578
193.37500000	-0.02581800	-0.02581800	-0.02581800	40000.00000000	-0.00040434
193.40000000	-0.02574406	-0.02574406	-0.02574406	40000.00000000	-0.00040291
193.42500000	-0.02566988	-0.02566988	-0.02566988	40000.00000000	-0.00040147
