! Time(s)	BldPitch1(rad)	BldPitch2(rad)	BldPitch3(rad)	GenTq(Nm)	YawRate(rad/s)	Cable1(m)	StC1(N)
170.82500000	0.01748494	0.01748494	0.01748494	40000.00000000	-0.00096579	0.47437106	1070599.51885509
170.85000000	0.01738994	0.01738994	0.01738994	40000.00000000	-0.00096620	0.47361270	1070932.47295723
170.87500000	0.01729477	0.01729477	0.01729477	40000.00000000	-0.00096660	0.47285596	1071263.85189252
170.90000000	0.01719943	0.01719943	0.01719943	40000.00000000	-0.00096700	0.47210089	1071593.64830218
170.92500000	0.01710392	0.01710392	0.01710392	40000.00000000	-0.00096740	0.47134754	1071921.85486257
170.95000000	0.01700824	0.01700824	0.01700824	40000.00000000	-0.00096780	0.47059597	1072248.46428534
170.97500000	0.01691239	0.01691239	0.01691239	40000.00000000	-0.00096819	0.46984620	1072573.46931761
171.00000000	0.01681638	0.01681638	0.01681638	40000.00000000	-0.00096858	0.46909830	1072896.86274214
171.02500000	0.01672019	0.01672019	0.01672019	40000.00000000	-0.00096897	0.46835230	1073218.63737748
171.05000000	0.01662385	0.01662385	0.01662385	40000.00000000	-0.00096936	0.46760826	1073538.78607810
171.07500000	0.01652734	0.01652734	0.01652734	40000.00000000	-0.00096974	0.46686621	1073857.30173461
171.10000000	0.01643067	0.01643067	0.01643067	40000.00000000	-0.00097013	0.46612621	1074174.17727387
171.12500000	0.01633383	0.01633383	0.01633383	40000.00000000	-0.00097051	0.46538829	1074489.40565916
171.15000000	0.01623684	0.01623684	0.01623684	40000.00000000	-0.00097088	0.46465252	1074802.97989034
171.17500000	0.01613968	0.01613968	0.01613968	40000.00000000	-0.00097126	0.46391892	1075114.89300399
171.20000000	0.01604236	0.01604236	0.01604236	40000.00000000	-0.00097163	0.46318754	1075425.13807361
171.22500000	0.01594489	0.01594489	0.01594489	40000.00000000	-0.00097200	0.46245844	1075733.70820971
171.25000000	0.01584726	0.01584726	0.01584726	40000.00000000	-0.00097237	0.46173166	1076040.59656000
171.27500000	0.01574947	0.01574947	0.01574947	40000.00000000	-0.00097274	0.46100723	1076345.79630956
171.30000000	0.01565153	0.01565153	0.01565153	40000.00000000	-0.00097310	0.46028521	1076649.30068093
171.32500000	0.01555343	0.01555343	0.01555343	40000.00000000	-0.00097346	0.45956564	1076951.10293434
171.35000000	0.01545518	0.01545518	0.01545518	40000.00000000	-0.00097382	0.45884856	1077251.19636779
171.37500000	0.01535677	0.01535677	0.01535677	40000.00000000	-0.00097417	0.45813403	1077549.57431722
171.40000000	0.01525822	0.01525822	0.01525822	40000.00000000	-0.00097453	0.45742207	1077846.23015670
171.42500000	0.01515951	0.01515951	0.01515951	40000.00000000	-0.00097488	0.45671274	1078141.15729852
171.45000000	0.01506066	0.01506066	0.01506066	40000.00000000	-0.00097523	0.45600608	1078434.34919334
171.47500000	0.01496165	0.01496165	0.01496165	40000.00000000	-0.00097557	0.45530214	1078725.79933039
171.50000000	0.01486250	0.01486250	0.01486250	40000.00000000	-0.00097592	0.45460095	1079015.50123757
171.52500000	0.01476320	0.01476320	0.01476320	40000.00000000	-0.00097626	0.45390256	1079303.44848158
171.55000000	0.01466376	0.01466376	0.01466376	40000.00000000	-0.00097660	0.45320702	1079589.63466810
171.57500000	0.01456417	0.01456417	0.01456417	40000.00000000	-0.00097693	0.45251436	1079874.05344193
171.60000000	0.01446444	0.01446444	0.01446444	40000.00000000	-0.00097727	0.45182463	1080156.69848709
171.62500000	0.01436456	0.01436456	0.01436456	40000.00000000	-0.00097760	0.45113788	1080437.56352701
171.65000000	0.01426454	0.01426454	0.01426454	40000.00000000	-0.00097793	0.45045413	1080716.64232464
171.67500000	0.01416439	0.01416439	0.01416439	40000.00000000	-0.00097826	0.44977345	1080993.92868260
171.70000000	0.01406409	0.01406409	0.01406409	40000.00000000	-0.00097858	0.44909586	1081269.41644331
171.72500000	0.01396365	0.01396365	0.01396365	40000.00000000	-0.00097890	0.44842141	1081543.09948913
171.75000000	0.01386308	0.01386308	0.01386308	40000.00000000	-0.00097922	0.44775014	1081814.97174250
171.77500000	0.01376237	0.01376237	0.01376237	40000.00000000	-0.00097954	0.44708210	1082085.02716607
171.80000000	0.01366152	0.01366152	0.01366152	40000.00000000	-0.00097986	0.44641732	1082353.25976284
171.82500000	0.01356054	0.01356054	0.01356054	40000.00000000	-0.00098017	0.44575585	1082619.66357628
171.85000000	0.01345942	0.01345942	0.01345942	40000.00000000	-0.00098048	0.44509772	1082884.23269048
171.87500000	0.01335817	0.01335817	0.01335817	40000.00000000	-0.00098079	0.44444298	1083146.96123025
171.90000000	0.01325679	0.01325679	0.01325679	40000.00000000	-0.00098109	0.44379166	1083407.84336132
171.92500000	0.01315528	0.01315528	0.01315528	40000.00000000	-0.00098139	0.44314381	1083666.87329037
171.95000000	0.01305364	0.01305364	0.01305364	40000.00000000	-0.00098169	0.44249947	1083924.04526524
171.97500000	0.01295187	0.01295187	0.01295187	40000.00000000	-0.00098199	0.44185868	1084179.35357502
172.00000000	0.01284997	0.01284997	0.01284997	40000.00000000	-0.00098229	0.44122147	1084432.79255020
172.02500000	0.01274795	0.01274795	0.01274795	40000.00000000	-0.00098258	0.44058789	1084684.35656276
172.05000000	0.01264580	0.01264580	0.01264580	40000.00000000	-0.00098287	0.43995798	1084934.04002633
172.07500000	0.01254352	0.01254352	0.01254352	40000.00000000	-0.00098316	0.43933176	1085181.83739630
172.10000000	0.01244112	0.01244112	0.01244112	40000.00000000	-0.00098345	0.43870929	1085427.74316993
172.12500000	0.01233860	0.01233860	0.01233860	40000.00000000	-0.00098373	0.43809061	1085671.75188650
172.15000000	0.01223596	0.01223596	0.01223596	40000.00000000	-0.00098401	0.43747573	1085913.85812743
172.17500000	0.01213319	0.01213319	0.01213319	40000.00000000	-0.00098429	0.43686472	1086154.05651635
172.20000000	0.01203031	0.01203031	0.01203031	40000.00000000	-0.00098456	0.43625760	1086392.34171928
172.22500000	0.01192730	0.01192730	0.01192730	40000.00000000	-0.00098484	0.43565441	1086628.70844474
172.25000000	0.01182418	0.01182418	0.01182418	40000.00000000	-0.00098511	0.43505520	1086863.15144382
172.27500000	0.01172095	0.01172095	0.01172095	40000.00000000	-0.00098538	0.43445998	1087095.66551035
172.30000000	0.01161759	0.01161759	0.01161759	40000.00000000	-0.00098564	0.43386881	1087326.24548099
172.32500000	0.01151413	0.01151413	0.01151413	40000.00000000	-0.00098591	0.43328172	1087554.88623535
172.35000000	0.01141054	0.01141054	0.01141054	40000.00000000	-0.00098617	0.43269875	1087781.58269611
172.37500000	0.01130685	0.01130685	0.01130685	40000.00000000	-0.00098643	0.43211993	1088006.32982911
172.40000000	0.01120305	0.01120305	0.01120305	40000.00000000	-0.00098669	0.43154529	1088229.12264350
172.42500000	0.01109913	0.01109913	0.01109913	40000.00000000	-0.00098694	0.43097488	1088449.95619179
172.45000000	0.01099510	0.01099510	0.01099510	40000.00000000	-0.00098719	0.43040872	1088668.82557006
172.47500000	0.01089097	0.01089097	0.01089097	40000.00000000	-0.00098744	0.42984686	1088885.72591794
172.50000000	0.01078673	0.01078673	0.01078673	40000.00000000	-0.00098769	0.42928932	1089100.65241884
172.52500000	0.01068238	0.01068238	0.01068238	40000.00000000	-0.00098793	0.42873615	1089313.60029996
172.55000000	0.01057793	0.01057793	0.01057793	40000.00000000	-0.00098817	0.42818737	1089524.56483248
172.57500000	0.01047337	0.01047337	0.01047337	40000.00000000	-0.00098841	0.42764302	1089733.54133159
172.60000000	0.01036871	0.01036871	0.01036871	40000.00000000	-0.00098865	0.42710314	1089940.52515664
172.62500000	0.01026394	0.01026394	0.01026394	40000.00000000	-0.00098889	0.42656775	1090145.51171122
172.65000000	0.01015908	0.01015908	0.01015908	40000.00000000	-0.00098912	0.42603689	1090348.49644330
172.67500000	0.01005411	0.01005411	0.01005411	40000.00000000	-0.00098935	0.42551059	1090549.47484528
172.70000000	0.00994905	0.00994905	0.00994905	40000.00000000	-0.00098958	0.42498889	1090748.44245411
172.72500000	0.00984389	0.00984389	0.00984389	40000.00000000	-0.00098980	0.42447182	1090945.39485141
172.75000000	0.00973863	0.00973863	0.00973863	40000.00000000	-0.00099002	0.42395940	1091140.32766354
172.77500000	0.00963327	0.00963327	0.00963327	40000.00000000	-0.00099024	0.42345168	1091333.23656172
172.80000000	0.00952782	0.00952782	0.00952782	40000.00000000	-0.00099046	0.42294868	1091524.11726209
172.82500000	0.00942227	0.00942227	0.00942227	40000.00000000	-0.00099068	0.42245043	1091712.96552586
172.85000000	0.00931664	0.00931664	0.00931664	40000.00000000	-0.00099089	0.42195696	1091899.77715934
172.87500000	0.00921091	0.00921091	0.00921091	40000.00000000	-0.00099110	0.42146831	1092084.54801410
172.90000000	0.00910509	0.00910509	0.00910509	40000.00000000	-0.00099131	0.42098450	1092267.27398701
172.92500000	0.00899918	0.00899918	0.00899918	40000.00000000	-0.00099151	0.42050556	1092447.95102035
172.95000000	0.00889318	0.00889318	0.00889318	40000.00000000	-0.00099172	0.42003153	1092626.57510191
172.97500000	0.00878709	0.00878709	0.00878709	40000.00000000	-0.00099192	0.41956244	1092803.14226505
173.00000000	0.00868091	0.00868091	0.00868091	40000.00000000	-0.00099211	0.41909830	1092977.64858883
173.02500000	0.00857466	0.00857466	0.00857466	40000.00000000	-0.00099231	0.41863916	1093150.09019805
173.05000000	0.00846831	0.00846831	0.00846831	40000.00000000	-0.00099250	0.41818503	1093320.46326339
173.07500000	0.00836188	0.00836188	0.00836188	40000.00000000	-0.00099269	0.41773595	1093488.76400144
173.10000000	0.00825537	0.00825537	0.00825537	40000.00000000	-0.00099288	0.41729194	1093654.98867482
173.12500000	0.00814878	0.00814878	0.00814878	40000.00000000	-0.00099307	0.41685304	1093819.13359225
173.15000000	0.00804211	0.00804211	0.00804211	40000.00000000	-0.00099325	0.41641926	1093981.19510863
173.17500000	0.00793536	0.00793536	0.00793536	40000.00000000	-0.00099343	0.41599064	1094141.16962514
173.20000000	0.00782853	0.00782853	0.00782853	40000.00000000	-0.00099361	0.41556721	1094299.05358929
173.22500000	0.00772162	0.00772162	0.00772162	40000.00000000	-0.00099379	0.41514898	1094454.84349501
173.25000000	0.00761464	0.00761464	0.00761464	40000.00000000	-0.00099396	0.41473598	1094608.53588275
173.27500000	0.00750758	0.00750758	0.00750758	40000.00000000	-0.00099413	0.41432825	1094760.12733954
173.30000000	0.00740044	0.00740044	0.00740044	40000.00000000	-0.00099430	0.41392580	1094909.61449903
173.32500000	0.00729324	0.00729324	0.00729324	40000.00000000	-0.00099447	0.41352866	1095056.99404164
173.35000000	0.00718596	0.00718596	0.00718596	40000.00000000	-0.00099463	0.41313685	1095202.26269457
173.37500000	0.00707861	0.00707861	0.00707861	40000.00000000	-0.00099479	0.41275040	1095345.41723190
173.40000000	0.00697119	0.00697119	0.00697119	40000.00000000	-0.00099495	0.41236933	1095486.45447466
173.42500000	0.00686371	0.00686371	0.00686371	40000.00000000	-0.00099511	0.41199367	1095625.37129091
173.45000000	0.00675615	0.00675615	0.00675615	40000.00000000	-0.00099526	0.41162344	1095762.16459576
173.47500000	0.00664853	0.00664853	0.00664853	40000.00000000	-0.00099541	0.41125866	1095896.83135152
173.50000000	0.00654084	0.00654084	0.00654084	40000.00000000	-0.00099556	0.41089935	1096029.36856769
173.52500000	0.00643309	0.00643309	0.00643309	40000.00000000	-0.00099571	0.41054554	1096159.77330109
173.55000000	0.00632527	0.00632527	0.00632527	40000.00000000	-0.00099585	0.41019724	1096288.04265586
173.57500000	0.00621740	0.00621740	0.00621740	40000.00000000	-0.00099599	0.40985449	1096414.17378359
173.60000000	0.00610946	0.00610946	0.00610946	40000.00000000	-0.00099613	0.40951729	1096538.16388333
173.62500000	0.00600146	0.00600146	0.00600146	40000.00000000	-0.00099627	0.40918568	1096660.01020169
173.65000000	0.00589340	0.00589340	0.00589340	40000.00000000	-0.00099640	0.40885967	1096779.71003289
173.67500000	0.00578528	0.00578528	0.00578528	40000.00000000	-0.00099654	0.40853928	1096897.26071879
173.70000000	0.00567711	0.00567711	0.00567711	40000.00000000	-0.00099667	0.40822454	1097012.65964901
173.72500000	0.00556888	0.00556888	0.00556888	40000.00000000	-0.00099679	0.40791545	1097125.90426093
173.75000000	0.00546059	0.00546059	0.00546059	40000.00000000	-0.00099692	0.40761205	1097236.99203977
173.77500000	0.00535225	0.00535225	0.00535225	40000.00000000	-0.00099704	0.40731434	1097345.92051865
173.80000000	0.00524386	0.00524386	0.00524386	40000.00000000	-0.00099716	0.40702235	1097452.68727866
173.82500000	0.00513542	0.00513542	0.00513542	40000.00000000	-0.00099728	0.40673610	1097557.28994886
173.85000000	0.00502692	0.00502692	0.00502692	40000.00000000	-0.00099739	0.40645560	1097659.72620638
173.87500000	0.00491838	0.00491838	0.00491838	40000.00000000	-0.00099750	0.40618087	1097759.99377648
173.90000000	0.00480979	0.00480979	0.00480979	40000.00000000	-0.00099761	0.40591192	1097858.09043255
173.92500000	0.00470115	0.00470115	0.00470115	40000.00000000	-0.00099772	0.40564878	1097954.01399620
173.95000000	0.00459246	0.00459246	0.00459246	40000.00000000	-0.00099782	0.40539146	1098047.76233729
173.97500000	0.00448373	0.00448373	0.00448373	40000.00000000	-0.00099793	0.40513998	1098139.33337401
174.00000000	0.00437496	0.00437496	0.00437496	40000.00000000	-0.00099803	0.40489435	1098228.72507287
174.02500000	0.00426614	0.00426614	0.00426614	40000.00000000	-0.00099812	0.40465458	1098315.93544878
174.05000000	0.00415728	0.00415728	0.00415728	40000.00000000	-0.00099822	0.40442070	1098400.96256511
174.07500000	0.00404837	0.00404837	0.00404837	40000.00000000	-0.00099831	0.40419271	1098483.80453370
174.10000000	0.00393943	0.00393943	0.00393943	40000.00000000	-0.00099840	0.40397063	1098564.45951490
174.12500000	0.00383045	0.00383045	0.00383045	40000.00000000	-0.00099849	0.40375448	1098642.92571765
174.15000000	0.00372143	0.00372143	0.00372143	40000.00000000	-0.00099857	0.40354426	1098719.20139948
174.17500000	0.00361238	0.00361238	0.00361238	40000.00000000	-0.00099866	0.40333999	1098793.28486658
174.20000000	0.00350328	0.00350328	0.00350328	40000.00000000	-0.00099874	0.40314168	1098865.17447379
174.22500000	0.00339416	0.00339416	0.00339416	40000.00000000	-0.00099881	0.40294935	1098934.86862471
174.25000000	0.00328500	0.00328500	0.00328500	40000.00000000	-0.00099889	0.40276301	1099002.36577166
174.27500000	0.00317581	0.00317581	0.00317581	40000.00000000	-0.00099896	0.40258266	1099067.66441576
174.30000000	0.00306659	0.00306659	0.00306659	40000.00000000	-0.00099903	0.40240832	1099130.76310695
174.32500000	0.00295733	0.00295733	0.00295733	40000.00000000	-0.00099910	0.40224001	1099191.66044403
174.35000000	0.00284805	0.00284805	0.00284805	40000.00000000	-0.00099917	0.40207772	1099250.35507468
174.37500000	0.00273874	0.00273874	0.00273874	40000.00000000	-0.00099923	0.40192147	1099306.84569549
174.40000000	0.00262940	0.00262940	0.00262940	40000.00000000	-0.00099929	0.40177127	1099361.13105200
174.42500000	0.00252004	0.00252004	0.00252004	40000.00000000	-0.00099935	0.40162714	1099413.20993872
174.45000000	0.00241065	0.00241065	0.00241065	40000.00000000	-0.00099940	0.40148907	1099463.08119914
174.47500000	0.00230124	0.00230124	0.00230124	40000.00000000	-0.00099946	0.40135707	1099510.74372581
174.50000000	0.00219180	0.00219180	0.00219180	40000.00000000	-0.00099951	0.40123117	1099556.19646031
174.52500000	0.00208235	0.00208235	0.00208235	40000.00000000	-0.00099955	0.40111135	1099599.43839327
174.55000000	0.00197287	0.00197287	0.00197287	40000.00000000	-0.00099960	0.40099763	1099640.46856446
174.57500000	0.00186337	0.00186337	0.00186337	40000.00000000	-0.00099964	0.40089003	1099679.28606272
174.60000000	0.00175386	0.00175386	0.00175386	40000.00000000	-0.00099968	0.40078853	1099715.89002606
174.62500000	0.00164433	0.00164433	0.00164433	40000.00000000	-0.00099972	0.40069315	1099750.27964163
174.65000000	0.00153478	0.00153478	0.00153478	40000.00000000	-0.00099976	0.40060390	1099782.45414574
174.67500000	0.00142521	0.00142521	0.00142521	40000.00000000	-0.00099979	0.40052079	1099812.41282393
174.70000000	0.00131564	0.00131564	0.00131564	40000.00000000	-0.00099982	0.40044380	1099840.15501090
174.72500000	0.00120604	0.00120604	0.00120604	40000.00000000	-0.00099985	0.40037296	1099865.68009060
174.75000000	0.00109644	0.00109644	0.00109644	40000.00000000	-0.00099988	0.40030827	1099888.98749620
174.77500000	0.00098683	0.00098683	0.00098683	40000.00000000	-0.00099990	0.40024972	1099910.07671012
174.80000000	0.00087721	0.00087721	0.00087721	40000.00000000	-0.00099992	0.40019733	1099928.94726406
174.82500000	0.00076757	0.00076757	0.00076757	40000.00000000	-0.00099994	0.40015109	1099945.59873895
174.85000000	0.00065793	0.00065793	0.00065793	40000.00000000	-0.00099996	0.40011101	1099960.03076503
174.87500000	0.00054829	0.00054829	0.00054829	40000.00000000	-0.00099997	0.40007710	1099972.24302180
174.90000000	0.00043864	0.00043864	0.00043864	40000.00000000	-0.00099998	0.40004934	1099982.23523808
174.92500000	0.00032898	0.00032898	0.00032898	40000.00000000	-0.00099999	0.40002776	1099990.00719198
174.95000000	0.00021932	0.00021932	0.00021932	40000.00000000	-0.00100000	0.40001234	1099995.55871090
174.97500000	0.00010966	0.00010966	0.00010966	40000.00000000	-0.00100000	0.40000308	1099998.88967156
175.00000000	-0.00000000	-0.00000000	-0.00000000	40000.00000000	-0.00100000	0.40000000	1100000.00000000
175.02500000	-0.00010966	-0.00010966	-0.00010966	40000.00000000	-0.00100000	0.40000308	1099998.88967156
175.05000000	-0.00021932	-0.00021932	-0.00021932	40000.00000000	-0.00100000	0.40001234	1099995.55871090
175.07500000	-0.00032898	-0.00032898	-0.00032898	40000.00000000	-0.00099999	0.40002776	1099990.00719198
175.10000000	-0.00043864	-0.00043864	-0.00043864	40000.00000000	-0.00099998	0.40004934	1099982.23523808
175.12500000	-0.00054829	-0.00054829	-0.00054829	40000.00000000	-0.00099997	0.40007710	1099972.24302180
175.15000000	-0.00065793	-0.00065793	-0.00065793	40000.00000000	-0.00099996	0.40011101	1099960.03076503
175.17500000	-0.00076757	-0.00076757	-0.00076757	40000.00000000	-0.00099994	0.40015109	1099945.59873895
175.20000000	-0.00087721	-0.00087721	-0.00087721	40000.00000000	-0.00099992	0.40019733	1099928.94726406
175.22500000	-0.00098683	-0.00098683	-0.00098683	40000.00000000	-0.00099990	0.40024972	1099910.07671012
175.25000000	-0.00109644	-0.00109644	-0.00109644	40000.00000000	-0.00099988	0.40030827	1099888.98749620
175.27500000	-0.00120604	-0.00120604	-0.00120604	40000.00000000	-0.00099985	0.40037296	1099865.68009060
175.30000000	-0.00131564	-0.00131564	-0.00131564	40000.00000000	-0.00099982	0.40044380	1099840.15501090
175.32500000	-0.00142521	-0.00142521	-0.00142521	40000.00000000	-0.00099979	0.40052079	1099812.41282393
175.35000000	-0.00153478	-0.00153478	-0.00153478	40000.00000000	-0.00099976	0.40060390	1099782.45414574
175.37500000	-0.00164433	-0.00164433	-0.00164433	40000.00000000	-0.00099972	0.40069315	1099750.27964163
175.40000000	-0.00175386	-0.00175386	-0.00175386	40000.00000000	-0.00099968	0.40078853	1099715.89002606
175.42500000	-0.00186337	-0.00186337	-0.00186337	40000.00000000	-0.00099964	0.40089003	1099679.28606272
175.45000000	-0.00197287	-0.00197287	-0.00197287	40000.00000000	-0.00099960	0.40099763	1099640.46856446
175.47500000	-0.00208235	-0.00208235	-0.00208235	40000.00000000	-0.00099955	0.40111135	1099599.43839327
175.50000000	-0.00219180	-0.00219180	-0.00219180	40000.00000000	-0.00099951	0.40123117	1099556.19646031
175.52500000	-0.00230124	-0.00230124	-0.00230124	40000.00000000	-0.00099946	0.40135707	1099510.74372581
175.55000000	-0.00241065	-0.00241065	-0.00241065	40000.00000000	-0.00099940	0.40148907	1099463.08119914
175.57500000	-0.00252004	-0.00252004	-0.00252004	40000.00000000	-0.00099935	0.40162714	1099413.20993872
175.60000000	-0.00262940	-0.00262940	-0.00262940	40000.00000000	-0.00099929	0.40177127	1099361.13105200
175.62500000	-0.00273874	-0.00273874	-0.00273874	40000.00000000	-0.00099923	0.40192147	1099306.84569549
175.65000000	-0.00284805	-0.00284805	-0.00284805	40000.00000000	-0.00099917	0.40207772	1099250.35507468
175.67500000	-0.00295733	-0.00295733	-0.00295733	40000.00000000	-0.00099910	0.40224001	1099191.66044403
175.70000000	-0.00306659	-0.00306659	-0.00306659	40000.00000000	-0.00099903	0.40240832	1099130.76310695
175.72500000	-0.00317581	-0.00317581	-0.00317581	40000.00000000	-0.00099896	0.40258266	1099067.66441576
175.75000000	-0.00328500	-0.00328500	-0.00328500	40000.00000000	-0.00099889	0.40276301	1099002.36577166
175.77500000	-0.00339416	-0.00339416	-0.00339416	40000.00000000	-0.00099881	0.40294935	1098934.86862471
175.80000000	-0.00350328	-0.00350328	-0.00350328	40000.00000000	-0.00099874	0.40314168	1098865.17447379
175.82500000	-0.00361238	-0.00361238	-0.00361238	40000.00000000	-0.00099866	0.40333999	1098793.28486658
175.85000000	-0.00372143	-0.00372143	-0.00372143	40000.00000000	-0.00099857	0.40354426	1098719.20139948
175.87500000	-0.00383045	-0.00383045	-0.00383045	40000.00000000	-0.00099849	0.40375448	1098642.92571765
175.90000000	-0.00393943	-0.00393943	-0.00393943	40000.00000000	-0.00099840	0.40397063	1098564.45951490
175.92500000	-0.00404837	-0.00404837	-0.00404837	40000.00000000	-0.00099831	0.40419271	1098483.80453370
175.95000000	-0.00415728	-0.00415728	-0.00415728	40000.00000000	-0.00099822	0.40442070	1098400.96256511
175.97500000	-0.00426614	-0.00426614	-0.00426614	40000.00000000	-0.00099812	0.40465458	1098315.93544878
176.00000000	-0.00437496	-0.00437496	-0.00437496	40000.00000000	-0.00099803	0.40489435	1098228.72507287
176.02500000	-0.00448373	-0.00448373	-0.00448373	40000.00000000	-0.00099793	0.40513998	1098139.33337401
176.05000000	-0.00459246	-0.00459246	-0.00459246	40000.00000000	-0.00099782	0.40539146	1098047.76233729
176.07500000	-0.00470115	-0.00470115	-0.00470115	40000.00000000	-0.00099772	0.40564878	1097954.01399620
176.10000000	-0.00480979	-0.00480979	-0.00480979	40000.00000000	-0.00099761	0.40591192	1097858.09043255
176.12500000	-0.00491838	-0.00491838	-0.00491838	40000.00000000	-0.00099750	0.40618087	1097759.99377648
176.15000000	-0.00502692	-0.00502692	-0.00502692	40000.00000000	-0.00099739	0.40645560	1097659.72620638
176.17500000	-0.00513542	-0.00513542	-0.00513542	40000.00000000	-0.00099728	0.40673610	1097557.28994886
176.20000000	-0.00524386	-0.00524386	-0.00524386	40000.00000000	-0.00099716	0.40702235	1097452.68727866
176.22500000	-0.00535225	-0.00535225	-0.00535225	40000.00000000	-0.00099704	0.40731434	1097345.92051865
176.25000000	-0.00546059	-0.00546059	-0.00546059	40000.00000000	-0.00099692	0.40761205	1097236.99203977
176.27500000	-0.00556888	-0.00556888	-0.00556888	40000.00000000	-0.00099679	0.40791545	1097125.90426093
176.30000000	-0.00567711	-0.00567711	-0.00567711	40000.00000000	-0.00099667	0.40822454	1097012.65964901
176.32500000	-0.00578528	-0.00578528	-0.00578528	40000.00000000	-0.00099654	0.40853928	1096897.26071879
176.35000000	-0.00589340	-0.00589340	-0.00589340	40000.00000000	-0.00099640	0.40885967	1096779.71003289
176.37500000	-0.00600146	-0.00600146	-0.00600146	40000.00000000	-0.00099627	0.40918568	1096660.01020169
176.40000000	-0.00610946	-0.00610946	-0.00610946	40000.00000000	-0.00099613	0.40951729	1096538.16388333
176.42500000	-0.00621740	-0.00621740	-0.00621740	40000.00000000	-0.00099599	0.40985449	1096414.17378359
176.45000000	-0.00632527	-0.00632527	-0.00632527	40000.00000000	-0.00099585	0.41019724	1096288.04265586
176.47500000	-0.00643309	-0.00643309	-0.00643309	40000.00000000	-0.00099571	0.41054554	1096159.77330109
176.50000000	-0.00654084	-0.00654084	-0.00654084	40000.00000000	-0.00099556	0.41089935	1096029.36856769
176.52500000	-0.00664853	-0.00664853	-0.00664853	40000.00000000	-0.00099541	0.41125866	1095896.83135152
176.55000000	-0.00675615	-0.00675615	-0.00675615	40000.00000000	-0.00099526	0.41162344	1095762.16459576
176.57500000	-0.00686371	-0.00686371	-0.00686371	40000.00000000	-0.00099511	0.41199367	1095625.37129091
176.60000000	-0.00697119	-0.00697119	-0.00697119	40000.00000000	-0.00099495	0.41236933	1095486.45447466
176.62500000	-0.00707861	-0.00707861	-0.00707861	40000.00000000	-0.00099479	0.41275040	1095345.41723190
176.65000000	-0.00718596	-0.00718596	-0.00718596	40000.00000000	-0.00099463	0.41313685	1095202.26269457
176.67500000	-0.00729324	-0.00729324	-0.00729324	40000.00000000	-0.00099447	0.41352866	1095056.99404164
176.70000000	-0.00740044	-0.00740044	-0.00740044	40000.00000000	-0.00099430	0.41392580	1094909.61449903
176.72500000	-0.00750758	-0.00750758	-0.00750758	40000.00000000	-0.00099413	0.41432825	1094760.12733954
176.75000000	-0.00761464	-0.00761464	-0.00761464	40000.00000000	-0.00099396	0.41473598	1094608.53588275
176.77500000	-0.00772162	-0.00772162	-0.00772162	40000.00000000	-0.00099379	0.41514898	1094454.84349501
176.80000000	-0.00782853	-0.00782853	-0.00782853	40000.00000000	-0.00099361	0.41556721	1094299.05358929
176.82500000	-0.00793536	-0.00793536	-0.00793536	40000.00000000	-0.00099343	0.41599064	1094141.16962514
176.85000000	-0.00804211	-0.00804211	-0.00804211	40000.00000000	-0.00099325	0.41641926	1093981.19510863
176.87500000	-0.00814878	-0.00814878	-0.00814878	40000.00000000	-0.00099307	0.41685304	1093819.13359225
176.90000000	-0.00825537	-0.00825537	-0.00825537	40000.00000000	-0.00099288	0.41729194	1093654.98867482
176.92500000	-0.00836188	-0.00836188	-0.00836188	40000.00000000	-0.00099269	0.41773595	1093488.76400144
176.95000000	-0.00846831	-0.00846831	-0.00846831	40000.00000000	-0.00099250	0.41818503	1093320.46326339
176.97500000	-0.00857466	-0.00857466	-0.00857466	40000.00000000	-0.00099231	0.41863916	1093150.09019805
177.00000000	-0.00868091	-0.00868091	-0.00868091	40000.00000000	-0.00099211	0.41909830	1092977.64858883
177.02500000	-0.00878709	-0.00878709	-0.00878709	40000.00000000	-0.00099192	0.41956244	1092803.14226505
177.05000000	-0.00889318	-0.00889318	-0.00889318	40000.00000000	-0.00099172	0.42003153	1092626.57510191
177.07500000	-0.00899918	-0.00899918	-0.00899918	40000.00000000	-0.00099151	0.42050556	1092447.95102035
177.10000000	-0.00910509	-0.00910509	-0.00910509	40000.00000000	-0.00099131	0.42098450	1092267.27398701
177.12500000	-0.00921091	-0.00921091	-0.00921091	40000.00000000	-0.00099110	0.42146831	1092084.54801410
177.15000000	-0.00931664	-0.00931664	-0.00931664	40000.00000000	-0.00099089	0.42195696	1091899.77715934
177.17500000	-0.00942227	-0.00942227	-0.00942227	40000.00000000	-0.00099068	0.42245043	1091712.96552586
177.20000000	-0.00952782	-0.00952782	-0.00952782	40000.00000000	-0.00099046	0.42294868	1091524.11726209
177.22500000	-0.00963327	-0.00963327	-0.00963327	40000.00000000	-0.00099024	0.42345168	1091333.23656172
177.25000000	-0.00973863	-0.00973863	-0.00973863	40000.00000000	-0.00099002	0.42395940	1091140.32766354
177.27500000	-0.00984389	-0.00984389	-0.00984389	40000.00000000	-0.00098980	0.42447182	1090945.39485141
177.30000000	-0.00994905	-0.00994905	-0.00994905	40000.00000000	-0.00098958	0.42498889	1090748.44245411
177.32500000	-0.01005411	-0.01005411	-0.01005411	40000.00000000	-0.00098935	0.42551059	1090549.47484528
177.35000000	-0.01015908	-0.01015908	-0.01015908	40000.00000000	-0.00098912	0.42603689	1090348.49644330
